"Data Ocorrência";"Descrição";"Valor";"Categoria";"Conta"
"25/03/2019";"Benefício PETROS";10303.1;"Benefícios Aposentadoria";"Conta Corrente"
"26/03/2019";"Taxa Hotel Ramblas (€2,86)";-13.45;"Estadia";"Cartão de Crédito BB"
"26/03/2019";"Vitamina C e outros (€31,75)";-140.9;"Farmácia";"Cartão de Crédito BB"
"27/03/2019";"Licor para Gerson - valor em €";-7.4;"Presentes";"Cartão de Crédito BB"
"27/03/2019";"Presentes Diretores - (€ 18,00)";-79.6;"Presentes";"Cartão de Crédito BB"
"27/03/2019";"Transferência Isadora - Pagamento Psicóloga";-200.0;"Médico/Psicóloga";"Conta Corrente"
"28/03/2019";"Taxa Hotel Ramblas (€2,86)";-12.84;"Estadia";"Cartão de Crédito BB"
"28/03/2019";"Jantar com Gracinha - (€ 12,50)";-56.13;"Restaurante";"Cartão de Crédito BB"
"28/03/2019";"Remédio para próstata (3 / 3)";-59.54;"Farmácia";"Cartão de Crédito BB"
"29/03/2019";"IPTU 2019 - Casa de Maceió";-3431.65;"Impostos (IPTU, SPU e outros)";"Conta Corrente"
"29/03/2019";"Remédios Elisângela - (€ 33,00)";-148.98;"OUTRAS DESPESAS";"Cartão de Crédito BB"
"29/03/2019";"Jantar com Gracinha - (€ 35,50)";-160.27;"Restaurante";"Cartão de Crédito BB"
"29/03/2019";"Salário - ALGÁS";11751.72;"Remuneração";"Conta Corrente"
"30/03/2019";"Taxi Barcelona - Aeroporto (€ 35,70)";-159.57;"Táxi";"Cartão de Crédito BB"
"30/03/2019";"Hotel Ibis em Recife";-188.52;"Estadia";"Cartão de Crédito BB"
"31/03/2019";"Jantar e café da manhã da com Gracinha";-93.01;"Restaurante";"Cartão de Crédito BB"
"01/04/2019";"Mesada P1 2019.04";-500.0;"Mesada";"Conta Corrente"
"01/04/2019";"Salário - Rosiene Satirio de Oliveira";-877.68;"Salário Empregados";"Carteira"
"01/04/2019";"Transferência para a carteira";-1000.0;"Transferência entre Contas";"Conta Corrente"
"01/04/2019";"Transferência para a carteira";1000.0;"Transferência entre Contas";"Carteira"
"01/04/2019";"Energia Elétrica - Apartamento Aracaju";-91.39;"Energia Elétrica";"Conta Corrente"
"01/04/2019";"Controle de Ratos na Casa de Maceió";-131.95;"OUTRAS DESPESAS";"Conta Corrente"
"02/04/2019";"Devolução de Elisângela";143.0;"Reembolso";"Conta Corrente"
"03/04/2019";"Viagem para Manaus - Depósito conta de Gracinha";-390.12;"Passagens";"Conta Corrente"
"03/04/2019";"Viagem para Europa 2019 - Depósito conta de Gracinha";-2133.29;"Passagens";"Conta Corrente"
"03/04/2019";"Viagem para Curitiba 2019 - Depósito conta de Gracinha";-307.27;"Passagens";"Conta Corrente"
"03/04/2019";"Compra da Máquina de Costura (4 / 8)";-128.61;"Presentes";"Conta Corrente"
"03/04/2019";"Passagem MCZ-GRU Isadora (4 / 4)";-86.82;"Passagens";"Conta Corrente"
"03/04/2019";"Passagem de Isadora 11.03.2019 - Maceió-São Paulo (3 / 4)";-94.07;"Transporte";"Conta Corrente"
"03/04/2019";"Transferência Isadora - Pagamento Faxineira";-200.0;"Moradia (Isadora)";"Conta Corrente"
"03/04/2019";"Transporte de Isadora";-160.0;"Transporte Escolar";"Conta Corrente"
"03/04/2019";"Passeio em Mindelo (2 / 5)";-122.0;"Passeios";"Conta Corrente"
"03/04/2019";"Casa Maceió - Produtos limpeza da piscina (4 / 4)";-51.63;"Restauração / Manutenção";"Cartão de Crédito BB"
"03/04/2019";"Estacionamento";-9.0;"Estacionamento";"Cartão de Crédito BB"
"04/04/2019";"Energia Elétrica - Casa de Maceió";-402.86;"Energia Elétrica";"Conta Corrente"
"04/04/2019";"Remédio para operação";-45.1;"Farmácia";"Cartão de Crédito BB"
"04/04/2019";"Jantar com Gracinha";-24.9;"Padaria";"Cartão de Crédito BB"
"04/04/2019";"Depósito para Isadora";-20.0;"Transporte Escolar";"Conta Corrente"
"05/04/2019";"Condomínio - Apartamento de Aracaju";-569.78;"Condomínio";"Conta Corrente"
"05/04/2019";"E-SOCIAL - Rosiene Satirio de Oliveira - Salario Mensal";-267.11;"Encargos Empregados";"Conta Corrente"
"05/04/2019";"Aluguel e condomínio Apartamento SP";-2228.24;"Moradia (Isadora)";"Conta Corrente"
"05/04/2019";"Depósito Fundação Dom Bosco";-50.0;"OUTRAS DESPESAS";"Conta Corrente"
"05/04/2019";"Remédios para Isadora";-86.0;"Farmácia";"Conta Corrente"
"05/04/2019";"Depósito FGTS";1249.1;"FGTS";"FGTS"
"06/04/2019";"Apt. Aracaju - Chuveiro para o Apartamento (2 / 3)";-37.39;"Restauração / Manutenção";"Cartão de Crédito BB"
"06/04/2019";"Aluguel de carro em Curitiba (6 / 10)";-98.82;"Transporte";"Cartão de Crédito BB"
"06/04/2019";"Café da manhã com Gracinha";-33.68;"Padaria";"Cartão de Crédito BB"
"06/04/2019";"Almoço com Gracinha";-117.35;"Restaurante";"Cartão de Crédito BB"
"06/04/2019";"Suco de laranja e pães";-10.88;"Padaria";"Cartão de Crédito BB"
"07/04/2019";"Almoço com Gracinha e amigos";-97.0;"Restaurante";"Cartão de Crédito BB"
"07/04/2019";"Café da manhã com Gracinha";-22.96;"Restaurante";"Cartão de Crédito BB"
"07/04/2019";"Remédios para Gracinha";-47.98;"Farmácia";"Cartão de Crédito BB"
"07/04/2019";"Estacionamento";-7.0;"Estacionamento";"Cartão de Crédito BB"
"07/04/2019";"Alimentos, vinhos e calça";-759.56;"Supermercado";"Cartão de Crédito BB"
"08/04/2019";"ESPM - Mensalidade - Mês 04";-4204.0;"Faculdade";"Conta Corrente"
"08/04/2019";"Loção de barba";-70.0;"Salão de Beleza e Cosméticos";"Conta Corrente"
"08/04/2019";"Transporte de Rosiene Satirio de Oliveira - Semana";-52.0;"Transporte Empregados";"Carteira"
"09/04/2019";"Casaco e luvas de couro (6 / 6)";-146.32;"Roupas e Calçados";"Cartão de Crédito BB"
"09/04/2019";"Casa Maceió - Depósito montagem móvel da Suíte (01)";-1000.0;"Restauração / Manutenção";"Conta Corrente"
"10/04/2019";"Hotel Recife - BIÓPSIA (1 / 10)";-64.28;"Estadia";"Conta Corrente"
"10/04/2019";"Viagem para Rio de Janeiro 2019 - Depósito conta de Gracinha";-206.68;"Passagens";"Conta Corrente"
"10/04/2019";"Presentes 3 - Natal (4 / 4)";-62.49;"Presentes";"Conta Corrente"
"10/04/2019";"Condomínio - Casa de Maceió";-850.0;"Condomínio";"Conta Corrente"
"10/04/2019";"Link de Internet - NET";-194.89;"Internet";"Conta Corrente"
"10/04/2019";"Combustível para a Hilux";-146.0;"Combustível";"Cartão de Crédito BB"
"10/04/2019";"Adiantamento PETROS";5779.88;"Benefícios Aposentadoria";"Conta Corrente"
"10/04/2019";"Transferência para o Cartão de Crédito";-4225.41;"Transferência entre Contas";"Conta Corrente"
"10/04/2019";"Transferência para o Cartão de Crédito";4225.41;"Transferência entre Contas";"Cartão de Crédito BB"
"10/04/2019";"Transferência Isadora - Pagamento Psicóloga";-200.0;"Médico/Psicóloga";"Conta Corrente"
"10/04/2019";"Picineiro - pagamento mensal";-152.0;"Pagamento Picineiro";"Carteira"
"10/04/2019";"Juros e atualização monetária - FGTS";139.35;"FGTS";"FGTS"
"10/04/2019";"Resgate Investimento Financeiro";4024.07;"Resgate de Investimento";"Conta Corrente"
"11/04/2019";"Resgate Investimento Financeiro";10000.0;"Resgate de Investimento";"Conta Corrente"
"12/04/2019";"Película para os vidros da Hilux (4 / 6)";-41.67;"Automóvel Lavagem/Manutenção";"Cartão de Crédito BB"
"12/04/2019";"Remédio para pressão - NEBLOCK (2 / 3)";-47.6;"Farmácia";"Cartão de Crédito BB"
"12/04/2019";"Remédios para pressão - VALSARTANA e INDAPAMIDA (2 / 3)";-41.22;"Farmácia";"Cartão de Crédito BB"
"12/04/2019";"Almoço com Gracinha";-24.0;"Restaurante";"Cartão de Crédito BB"
"12/04/2019";"Seguro da Hilux (4/10)";-345.29;"Automóvel Seguro";"Cartão de Crédito BB"
"12/04/2019";"Transferência para Isadora";-50.0;"Mesada";"Conta Corrente"
"13/04/2019";"Combustível para Hilux";-80.0;"Combustível";"Carteira"
"13/04/2019";"Despesas no Hotel de Recife";-25.0;"Restaurante";"Cartão de Crédito BB"
"13/04/2019";"Frutas";-40.0;"Feira e Mercearia";"Carteira"
"13/04/2019";"Almoço com Gracinha";-57.0;"Restaurante";"Cartão de Crédito BB"
"13/04/2019";"Ajuda a Casa do Pobre";-20.0;"OUTRAS DESPESAS";"Carteira"
"14/04/2019";"Sapatos e graxa de sapato (2 / 5)";-111.94;"Roupas e Calçados";"Cartão de Crédito BB"
"14/04/2019";"Café da manhã com Gracinha";-27.74;"Restaurante";"Cartão de Crédito BB"
"14/04/2019";"Alimentos e materiais de limpeza";-123.14;"Supermercado";"Cartão de Crédito BB"
"14/04/2019";"Almoço com Gracinha";-98.56;"Restaurante";"Cartão de Crédito BB"
"15/04/2019";"Mesada P2 2019.04";-500.0;"Mesada";"Conta Corrente"
"15/04/2019";"Energia Elétrica - Apartamento de São Paulo";-108.25;"Moradia (Isadora)";"Conta Corrente"
"15/04/2019";"Hotel Rio de Janeiro (3 / 3)";-242.88;"Estadia";"Cartão de Crédito BB"
"15/04/2019";"Restituição do Imposto de Renda referente ao ano de 2015";1082.79;"Reembolso";"Conta Corrente"
"15/04/2019";"Transporte de Rosiene Satirio de Oliveira - Semana";-52.0;"Transporte Empregados";"Carteira"
"15/04/2019";"Corte de cabelo";-40.0;"Salão de Beleza e Cosméticos";"Carteira"
"15/04/2019";"Alimentos e materiais de limpeza";-95.81;"Supermercado";"Cartão de Crédito BB"
"15/04/2019";"Transferência para a carteira";-490.0;"Transferência entre Contas";"Conta Corrente"
"15/04/2019";"Transferência para a carteira";490.0;"Transferência entre Contas";"Carteira"
"16/04/2019";"Almoço";-24.72;"Restaurante";"Cartão de Crédito BB"
"16/04/2019";"Casa Maceió - Produtos limpeza da piscina";-180.0;"Restauração / Manutenção";"Cartão de Crédito BB"
"16/04/2019";"Casa Maceió - Produtos mata formigas";-4.78;"Restauração / Manutenção";"Cartão de Crédito BB"
"17/04/2019";"Transferência Isadora - Pagamento Psicóloga";-200.0;"Médico/Psicóloga";"Conta Corrente"
"17/04/2019";"Celulares - VIVO";-416.75;"Celular";"Conta Corrente"
"18/04/2019";"Casa Maceió - Produtos mata cupim";-56.0;"Restauração / Manutenção";"Cartão de Crédito BB"
"18/04/2019";"Combustível para a Hilux";-105.02;"Combustível";"Cartão de Crédito BB"
"18/04/2019";"Sucos";-20.0;"Lanchonete";"Carteira"
"18/04/2019";"Pagamento a Diarista";-100.0;"Pagamento Diarista";"Carteira"
"18/04/2019";"Estacionamento";-8.0;"Estacionamento";"Cartão de Crédito BB"
"18/04/2019";"Exame Hispatológico";-600.0;"Exames";"Conta Corrente"
"19/04/2019";"Transferência para a carteira";-300.0;"Transferência entre Contas";"Conta Corrente"
"19/04/2019";"Transferência para a carteira";300.0;"Transferência entre Contas";"Carteira"
"19/04/2019";"Café da manhã com Gracinha e Gabi";-51.31;"Restaurante";"Cartão de Crédito BB"
"19/04/2019";"Água de Coco para Gracinha";-50.0;"Feira e Mercearia";"Carteira"
"19/04/2019";"Almoço com Gracinha e meninos";-244.31;"Restaurante";"Cartão de Crédito BB"
"19/04/2019";"Gelo aniversário Gracinha";-20.0;"Supermercado";"Carteira"
"19/04/2019";"Alimentos  aniversário Gracinha";-15.98;"Supermercado";"Cartão de Crédito BB"
"20/04/2019";"Compra de milhas - SMILES (6 / 10)";-6.0;"Passagens";"Cartão de Crédito BB"
"20/04/2019";"Café da manhã com Gracinha, João e Gabi";-74.99;"Restaurante";"Cartão de Crédito BB"
"21/04/2019";"Combustível para Hilux";-150.0;"Combustível";"Carteira"
"21/04/2019";"Almoço";-31.87;"Restaurante";"Cartão de Crédito BB"
"21/04/2019";"Alimentos e materiais de limpeza";-43.47;"Supermercado";"Cartão de Crédito BB"
"21/04/2019";"Desodorante";-59.39;"Farmácia";"Cartão de Crédito BB"
"22/04/2019";"Transporte de Isadora (SPTRANS)";-50.0;"Transporte Escolar";"Cartão de Crédito BB"
"22/04/2019";"Casa Maceió - Depósito montagem móvel da Suite (02)";-650.0;"Restauração / Manutenção";"Conta Corrente"
"22/04/2019";"Alimentos e materiais de limpeza";-88.74;"Supermercado";"Cartão de Crédito BB"
"23/04/2019";"Alimentos e materiais de limpeza";-34.44;"Supermercado";"Cartão de Crédito BB"
"24/04/2019";"Estacionamento";-8.0;"Estacionamento";"Cartão de Crédito BB"
"24/04/2019";"Alimentos e materiais de limpeza";-58.0;"Supermercado";"Cartão de Crédito BB"
"24/04/2019";"Perfume (1 / 3)";-55.0;"Salão de Beleza e Cosméticos";"Cartão de Crédito BB"
"25/04/2019";"Aplicação no BRASILPREV - Isadora (4 / 12)";-648.23;"BRASILPREV";"Conta Corrente"
"25/04/2019";"Benefício INSS";4315.04;"Benefícios Aposentadoria";"Conta Corrente"
"25/04/2019";"Benefício PETROS II";3049.08;"Benefícios Aposentadoria";"Conta Corrente"
"25/04/2019";"Benefício PETROS";9731.04;"Benefícios Aposentadoria";"Conta Corrente"
"26/04/2019";"Pagamento AEROTUR";-227.99;"Passagens";"Conta Corrente"
"26/04/2019";"Alimentos e materiais de limpeza";-97.05;"Supermercado";"Cartão de Crédito BB"
"27/04/2019";"Frutas e verduras";-70.0;"Feira e Mercearia";"Carteira"
"28/04/2019";"Café da manhã com Gracinha";-38.92;"Restaurante";"Cartão de Crédito BB"
"28/04/2019";"Materiais de limpeza";-21.9;"Supermercado";"Cartão de Crédito BB"
"28/04/2019";"Transferência para a carteira";-970.0;"Transferência entre Contas";"Conta Corrente"
"28/04/2019";"Transferência para a carteira";970.0;"Transferência entre Contas";"Carteira"
"28/04/2019";"Pagamento Jardineiro";-50.0;"Pagamento Jardineiro";"Carteira"
"28/04/2019";"Ferro elétrico";-64.38;"Supermercado";"Cartão de Crédito BB"
"28/04/2019";"Almoço com Gracinha";-60.0;"Restaurante";"Cartão de Crédito BB"
"29/04/2019";"Controle de Ratos na Casa de Maceió";-130.72;"OUTRAS DESPESAS";"Conta Corrente"
"29/04/2019";"Transporte de Isadora (SPTRANS)";-100.0;"Transporte Escolar";"Conta Corrente"
"29/04/2019";"Salário - Rosiene Satirio de Oliveira";-877.68;"Salário Empregados";"Carteira"
"29/04/2019";"Transporte de Rosiene Satirio de Oliveira - Semana";-52.0;"Transporte Empregados";"Carteira"
"30/04/2019";"Energia Elétrica - Apartamento Aracaju";-78.35;"Energia Elétrica";"Conta Corrente"
"30/04/2019";"Pagamento CREA-AL";-135.13;"CREA ou Imposto Sindical";"Conta Corrente"
"30/04/2019";"Pagamento do Imposto de Renda - exercíco 2019";-29844.67;"IR";"Conta Corrente"
"30/04/2019";"Salário - ALGÁS";11751.72;"Remuneração";"Conta Corrente"
"30/04/2019";"PLR - ALGÁS";17262.91;"PLR";"Conta Corrente"
"30/04/2019";"Transferência Isadora - Pagamento Faxineira";-200.0;"Moradia (Isadora)";"Conta Corrente"
"30/04/2019";"Transferência Isadora - Pagamento Psicóloga";-200.0;"Médico/Psicóloga";"Conta Corrente"
"30/04/2019";"Farinha para Daniel";-18.0;"Lanchonete";"Cartão de Crédito BB"
"30/04/2019";"Lanche com Gracinha";-37.8;"Lanchonete";"Cartão de Crédito BB"
"30/04/2019";"Taxi Residência - Aeroporto de Maceió";-30.0;"Táxi";"Carteira"
"01/05/2019";"Mesada P1 2019.05";-500.0;"Mesada";"Conta Corrente"
"01/05/2019";"Taxi Aeroporto de Curitiba - Hotel";-25.0;"Táxi";"Carteira"
"01/05/2019";"Café da manhã com Gracinha";-32.25;"Padaria";"Cartão de Crédito BB"
"01/05/2019";"Almoço com Gracinha e meninos";-306.0;"Restaurante";"Cartão de Crédito BB"
"01/05/2019";"Transferência para a carteira";-300.0;"Transferência entre Contas";"Conta Corrente"
"01/05/2019";"Transferência para a carteira";300.0;"Transferência entre Contas";"Carteira"
"01/05/2019";"Alimentos";-120.08;"Supermercado";"Cartão de Crédito BB"
"02/05/2019";"Café da manhã com Gracinha";-36.0;"Restaurante";"Cartão de Crédito BB"
"02/05/2019";"Diária do Apart Hotel em Curitiba";-120.0;"Estadia";"Carteira"
"02/05/2019";"Alimentos";-40.56;"Supermercado";"Cartão de Crédito BB"
"02/05/2019";"Cadeira para Elizabeth (1 / 3)";-113.0;"Presentes";"Cartão de Crédito BB"
"02/05/2019";"Estacionamento";-12.0;"Estacionamento";"Cartão de Crédito BB"
"02/05/2019";"Peças para o barbeador";-120.0;"Utensílios domésticos";"Cartão de Crédito BB"
"03/05/2019";"Compra da Máquina de Costura (5 / 8)";-128.61;"Presentes";"Conta Corrente"
"03/05/2019";"Passagem de Isadora 11.03.2019 - Maceió-São Paulo (4 / 4)";-94.07;"Transporte";"Conta Corrente"
"03/05/2019";"Passeio em Mindelo (3 / 5)";-122.0;"Passeios";"Conta Corrente"
"03/05/2019";"Alimentos para aniversário";-24.4;"Supermercado";"Cartão de Crédito BB"
"03/05/2019";"Almoço com Gracinha";-65.77;"Restaurante";"Cartão de Crédito BB"
"03/05/2019";"Jantar com Gracinha e Isadora";-166.3;"Restaurante";"Cartão de Crédito BB"
"04/05/2019";"Café da manhã com Gracinha e Isadora";-45.55;"Restaurante";"Cartão de Crédito BB"
"04/05/2019";"Almoço de aniversário";-192.0;"Restaurante";"Cartão de Crédito BB"
"04/05/2019";"Ajuda a Casa do Pobre";-20.0;"OUTRAS DESPESAS";"Carteira"
"05/05/2019";"Café da manhã com Gracinha e Isadora";-30.9;"Restaurante";"Cartão de Crédito BB"
"05/05/2019";"Combustível carro alugado";-88.0;"Combustível";"Carteira"
"05/05/2019";"Almoço com Gracinha";-75.9;"Restaurante";"Cartão de Crédito BB"
"05/05/2019";"Aluguel de carro em Curitiba (1 / 10)";-84.61;"Transporte";"Cartão de Crédito BB"
"05/05/2019";"Taxi Aeroporto - Residência";-40.0;"Táxi";"Carteira"
"06/05/2019";"Condomínio - Apartamento de Aracaju";-588.44;"Condomínio";"Conta Corrente"
"06/05/2019";"Aluguel e condomínio Apartamento SP";-2228.24;"Moradia (Isadora)";"Conta Corrente"
"06/05/2019";"Estacionamento hospital";-6.0;"Estacionamento";"Carteira"
"06/05/2019";"Tranasferência para Isadora";-20.0;"Salão de Beleza e Cosméticos";"Conta Corrente"
"06/05/2019";"Apt. Aracaju - Chuveiro para o Apartamento (3 / 3)";-37.39;"Restauração / Manutenção";"Cartão de Crédito BB"
"06/05/2019";"Aluguel de carro em Curitiba (7 / 10)";-98.82;"Transporte";"Cartão de Crédito BB"
"06/05/2019";"Transporte de Rosiene Satirio de Oliveira - Semana";-52.0;"Transporte Empregados";"Carteira"
"07/05/2019";"E-SOCIAL - Rosiene Satirio de Oliveira - Salario Mensal";-267.11;"Encargos Empregados";"Conta Corrente"
"07/05/2019";"Mesa digitalizadora para Isadora";-335.96;"Eletrônicos";"Conta Corrente"
"07/05/2019";"Equipamento para ligar USB no carro";-95.25;"Eletrônicos";"Conta Corrente"
"07/05/2019";"Depósito FGTS";1249.1;"FGTS";"FGTS"
"08/05/2019";"ESPM - Mensalidade - Mês 05";-4204.0;"Faculdade";"Conta Corrente"
"08/05/2019";"Energia Elétrica - Casa de Maceió";-466.75;"Energia Elétrica";"Conta Corrente"
"08/05/2019";"Mensalidade da hidroginástica (ACMD e MGAP) (1 / 6)";-358.0;"Academia";"Cartão de Crédito BB"
"08/05/2019";"Exame Imunohistoquimica";-700.0;"Exames";"Conta Corrente"
"08/05/2019";"Transferência Isadora - Pagamento Psicóloga";-200.0;"Médico/Psicóloga";"Conta Corrente"
"08/05/2019";"Reembolso da LOCALIZA RENT A CAR";469.42;"Reembolso";"Conta Corrente"
"09/05/2019";"Casa Maceió - Manutenção da máquina de lavar roupa";-200.0;"Restauração / Manutenção";"Conta Corrente"
"09/05/2019";"Combustível para a Hilux";-200.02;"Combustível";"Cartão de Crédito BB"
"10/05/2019";"Hotel Recife - BIÓPSIA (2 / 10)";-64.28;"Estadia";"Conta Corrente"
"10/05/2019";"Anestesista para a Biópsia";-800.0;"Médico/Psicóloga";"Conta Corrente"
"10/05/2019";"Condomínio - Casa de Maceió";-850.0;"Condomínio";"Conta Corrente"
"10/05/2019";"Link de Internet - NET";-194.89;"Internet";"Conta Corrente"
"10/05/2019";"Transferência para o Cartão de Crédito";-5175.0;"Transferência entre Contas";"Conta Corrente"
"10/05/2019";"Transferência para o Cartão de Crédito";5175.0;"Transferência entre Contas";"Cartão de Crédito BB"
"10/05/2019";"Adiantamento PETROS";5779.65;"Benefícios Aposentadoria";"Conta Corrente"
"10/05/2019";"Picineiro - pagamento mensal";-152.0;"Pagamento Picineiro";"Carteira"
"10/05/2019";"Juros e atualização monetária - FGTS";142.78;"FGTS";"FGTS"
"11/05/2019";"Suco de laranja e pães";-8.46;"Padaria";"Cartão de Crédito BB"
"11/05/2019";"Casa Maceió - Cola para móveis da cozinha";-20.5;"Restauração / Manutenção";"Cartão de Crédito BB"
"11/05/2019";"Corte de cabelo";-40.0;"Salão de Beleza e Cosméticos";"Carteira"
"11/05/2019";"Transferência para a carteira";-370.0;"Transferência entre Contas";"Conta Corrente"
"11/05/2019";"Transferência para a carteira";370.0;"Transferência entre Contas";"Carteira"
"11/05/2019";"Alimentos e materiais de limpeza";-135.2;"Supermercado";"Cartão de Crédito BB"
"12/05/2019";"Café da manhã";-21.46;"Restaurante";"Cartão de Crédito BB"
"12/05/2019";"Alimentos e frutas";-21.43;"Supermercado";"Cartão de Crédito BB"
"12/05/2019";"Película para os vidros da Hilux (5 / 6)";-41.67;"Automóvel Lavagem/Manutenção";"Cartão de Crédito BB"
"12/05/2019";"Remédio para pressão - NEBLOCK (3 / 3)";-47.6;"Farmácia";"Cartão de Crédito BB"
"12/05/2019";"Remédios para pressão - VALSARTANA e INDAPAMIDA (3 / 3)";-41.22;"Farmácia";"Cartão de Crédito BB"
"13/05/2019";"Transporte de Rosiene Satirio de Oliveira - Semana";-52.0;"Transporte Empregados";"Carteira"
"13/05/2019";"Casa Maceió - Manutenção do muro - Ferragens";-66.98;"Restauração / Manutenção";"Cartão de Crédito BB"
"13/05/2019";"Casa Maceió - Manutenção do muro - Corte das ferragens";-25.0;"Restauração / Manutenção";"Carteira"
"14/05/2019";"Cabo para celular";-20.0;"Eletrônicos";"Carteira"
"14/05/2019";"Casa Maceió - Peças para cortina";-10.0;"Restauração / Manutenção";"Carteira"
"14/05/2019";"Sapatos e graxa de sapato (3 / 5)";-111.94;"Roupas e Calçados";"Cartão de Crédito BB"
"15/05/2019";"Mesada P2 2019.05";-500.0;"Mesada";"Conta Corrente"
"15/05/2019";"Transferência Isadora - Pagamento Psicóloga";-200.0;"Médico/Psicóloga";"Conta Corrente"
"15/05/2019";"Reboque para Hilux (1 / 10)";-120.0;"Automóvel Lavagem/Manutenção";"Cartão de Crédito BB"
"15/05/2019";"Diferenças Salário - Rosiene Satirio de Oliveira";-105.0;"Salário Empregados";"Carteira"
"15/05/2019";"Cadeado e outras peças para a HILUX";-25.6;"Automóvel Lavagem/Manutenção";"Cartão de Crédito BB"
"15/05/2019";"Seguro da Hilux (5/10)";-345.29;"Automóvel Seguro";"Cartão de Crédito BB"
"16/05/2019";"Casa Maceió - Manutenção do muro - cimento, areia e brita (1 / 2)";-95.13;"Restauração / Manutenção";"Cartão de Crédito BB"
"16/05/2019";"Casa Maceió - Manutenção do muro - madeiras";-90.0;"Restauração / Manutenção";"Cartão de Crédito BB"
"16/05/2019";"Aluguel da casa de Aracaju";1900.0;"Aluguel dos Imóveis";"Conta Corrente"
"17/05/2019";"Transferência para a Corretora Elizabeth";-190.0;"Corretagem";"Conta Corrente"
"17/05/2019";"Ajuda ao pessoal que vai defender a PETROS";-50.0;"OUTRAS DESPESAS";"Conta Corrente"
"17/05/2019";"Almoço";-20.79;"Restaurante";"Cartão de Crédito BB"
"17/05/2019";"Celulares - VIVO";-421.75;"Celular";"Conta Corrente"
"18/05/2019";"Suco de laranja, pães e manteiga";-27.06;"Padaria";"Cartão de Crédito BB"
"18/05/2019";"Almoço com Gracinha";-130.0;"Restaurante";"Cartão de Crédito BB"
"18/05/2019";"Casa Maceió - Materiais para casa";-99.69;"Restauração / Manutenção";"Cartão de Crédito BB"
"19/05/2019";"Café da manhã com Gracinha";-28.32;"Restaurante";"Cartão de Crédito BB"
"19/05/2019";"Transferência para a carteira";-400.0;"Transferência entre Contas";"Conta Corrente"
"19/05/2019";"Transferência para a carteira";400.0;"Transferência entre Contas";"Carteira"
"19/05/2019";"Transferência para a carteira";-150.0;"Transferência entre Contas";"Conta Corrente"
"19/05/2019";"Transferência para a carteira";150.0;"Transferência entre Contas";"Carteira"
"19/05/2019";"Almoço com Gracinha e amigos";-165.99;"Restaurante";"Cartão de Crédito BB"
"19/05/2019";"Casa Maceió - Piso para escada do fundo da casa";-590.0;"Restauração / Manutenção";"Cartão de Crédito BB"
"19/05/2019";"Casa Maceió - Mão de obra manutenção do muro";-400.0;"Restauração / Manutenção";"Carteira"
"20/05/2019";"Compra de milhas - SMILES (7 / 10)";-6.0;"Passagens";"Cartão de Crédito BB"
"22/05/2019";"Estacionamento";-8.0;"Estacionamento";"Cartão de Crédito BB"
"22/05/2019";"Cinema - com Gracinha";-41.0;"Cinema/Teatro/Show";"Cartão de Crédito BB"
"23/05/2019";"Transferência Isadora - Pagamento Psicóloga";-200.0;"Médico/Psicóloga";"Conta Corrente"
"23/05/2019";"Casa Maceió - Manutenção do ar condicionado";-200.0;"Restauração / Manutenção";"Conta Corrente"
"23/05/2019";"Suco de laranja e pães";-10.46;"Padaria";"Cartão de Crédito BB"
"24/05/2019";"Perfume (2 / 3)";-55.0;"Salão de Beleza e Cosméticos";"Cartão de Crédito BB"
"24/05/2019";"Benefício INSS";4315.04;"Benefícios Aposentadoria";"Conta Corrente"
"24/05/2019";"Benefício PETROS II";3049.08;"Benefícios Aposentadoria";"Conta Corrente"
"24/05/2019";"Benefício PETROS";9679.48;"Benefícios Aposentadoria";"Conta Corrente"
"24/05/2019";"Almoço";-36.8;"Restaurante";"Cartão de Crédito BB"
"25/05/2019";"Aplicação no BRASILPREV - Isadora (5 / 12)";-648.23;"BRASILPREV";"Conta Corrente"
"25/05/2019";"Transferência para a carteira";-700.0;"Transferência entre Contas";"Conta Corrente"
"25/05/2019";"Transferência para a carteira";700.0;"Transferência entre Contas";"Carteira"
"25/05/2019";"Alimentos e materiais de limpeza";-67.02;"Supermercado";"Cartão de Crédito BB"
"25/05/2019";"Casa Maceió - Rejunte piso área externa (1 / 2)";-14.45;"Restauração / Manutenção";"Cartão de Crédito BB"
"25/05/2019";"Casa Maceió - Argamassa piso da escada";-37.0;"Restauração / Manutenção";"Cartão de Crédito BB"
"25/05/2019";"Pagamento Nem - depósito de Gracinha";-350.0;"Pagamento Jardineiro";"Carteira"
"25/05/2019";"Jantar";-23.85;"Padaria";"Cartão de Crédito BB"
"25/05/2019";"Ajuda a Casa do Pobre";-20.0;"OUTRAS DESPESAS";"Carteira"
"25/05/2019";"Depósito de Gracinha para pagamento de Nem";350.0;"Reembolso";"Conta Corrente"
"26/05/2019";"Viagem para Manaus - Depósito conta de Gracinha (atrasado)";-390.12;"Passagens";"Conta Corrente"
"26/05/2019";"Almoço com Gracinha";-48.3;"Restaurante";"Cartão de Crédito BB"
"26/05/2019";"Estacionamento";-8.0;"Estacionamento";"Cartão de Crédito BB"
"26/05/2019";"Casa Maceió - Piso para a parte externa do fundo da casa (1 / 4)";-168.75;"Restauração / Manutenção";"Cartão de Crédito BB"
